spread_favorite,over_under_line,weather_temperature,weather_humidity,total_points,team_home_encoded,team_away_encoded,team_favorite_id_encoded
-7.0,36.0,51.0,75.0,51,26,21,27
-13.5,45.0,55.0,29.0,70,16,13,16
-1.0,34.0,37.0,87.0,45,0,23,0
-3.5,36.0,73.0,72.0,44,29,10,30
-3.0,36.0,76.0,70.0,37,19,3,19
-8.0,36.0,37.0,72.0,41,13,19,19
0.0,43.0,72.0,0.0,51,10,11,26
-10.0,38.0,72.0,0.0,62,30,6,6
-5.0,42.0,28.0,83.0,50,15,24,24
-3.5,36.0,38.0,46.0,49,21,3,3
-5.0,41.0,72.0,0.0,41,22,1,1
-4.0,36.0,38.0,67.0,50,25,23,25
-6.0,38.0,31.0,67.0,58,26,7,27
-3.5,54.0,53.0,43.0,75,16,18,16
-10.0,51.0,41.0,76.0,41,28,17,29
-3.0,40.0,72.0,0.0,24,27,9,28
-5.0,36.0,72.0,89.0,49,29,5,30
-5.0,33.0,41.0,72.0,28,31,0,32
-4.0,47.0,72.0,0.0,58,20,8,8
-3.5,40.5,68.0,63.0,39,28,25,29
-4.0,36.5,72.0,60.0,12,3,19,19
-1.0,38.5,80.0,49.0,37,5,1,5
-2.0,42.0,75.0,67.0,30,6,18,6
-1.5,41.0,76.0,63.0,48,7,20,7
-4.5,40.0,72.0,0.0,79,30,11,11
-2.0,36.5,82.0,45.0,30,15,27,15
-6.0,38.0,78.0,62.0,52,21,13,21
-2.5,37.0,72.0,0.0,45,22,0,22
-4.0,38.5,78.0,63.0,22,23,17,23
-7.0,39.5,73.0,64.0,24,26,9,27
-3.5,46.0,75.0,73.0,70,16,24,16
-3.0,38.0,82.0,83.0,11,29,10,30
-1.5,41.0,84.0,66.0,61,31,8,8
-3.0,42.0,72.0,0.0,65,20,28,20
-3.5,36.0,82.0,66.0,29,1,23,1
-3.0,35.0,84.0,47.0,27,13,9,9
-2.5,35.5,68.0,63.0,27,5,29,5
-7.0,36.5,77.0,65.0,16,6,3,6
-3.0,39.0,72.0,0.0,57,10,7,10
-1.0,45.0,60.0,68.0,46,11,26,11
-10.0,44.0,77.0,59.0,26,18,30,18
-3.0,41.0,77.0,59.0,57,17,22,17
-9.5,36.0,83.0,73.0,58,19,21,19
-9.0,39.5,88.0,46.0,27,24,27,24
0.0,40.0,83.0,57.0,36,25,31,26
-4.0,42.0,79.0,71.0,51,0,8,8
-3.5,46.0,69.0,75.0,31,15,16,16
-3.0,40.5,56.0,62.0,24,7,6,7
-5.0,33.0,60.0,76.0,51,3,13,3
-8.0,37.5,82.0,67.0,41,8,23,8
-2.5,34.5,66.0,35.0,23,9,25,9
-3.0,38.5,72.0,0.0,44,10,1,10
-3.0,49.5,71.0,74.0,51,11,17,11
-5.5,40.0,72.0,0.0,68,30,26,27
-6.0,44.5,67.0,79.0,36,21,24,24
-3.0,36.5,72.0,0.0,65,22,5,22
-3.5,43.5,72.0,0.0,65,27,16,16
-3.5,45.5,84.0,55.0,69,0,28,29
-1.0,35.0,76.0,92.0,35,29,20,20
-7.0,38.0,72.0,58.0,39,31,15,32
-1.5,39.5,74.0,73.0,41,18,19,18
-2.0,37.0,54.0,58.0,41,13,5,5
-7.0,39.0,53.0,59.0,43,3,30,3
-8.5,46.0,71.0,51.0,41,8,22,8
-3.5,34.0,64.0,44.0,29,9,18,18
-7.5,37.0,79.0,56.0,20,19,15,19
-2.5,41.0,72.0,0.0,37,20,10,20
-5.5,46.0,60.0,53.0,51,24,17,24
-6.0,43.0,56.0,56.0,25,25,0,25
-8.5,45.0,52.0,54.0,51,26,21,27
-6.5,52.0,73.0,69.0,54,16,7,16
-4.5,48.0,63.0,77.0,44,28,1,29
-1.5,41.0,72.0,0.0,44,27,31,32
-2.0,33.0,75.0,75.0,40,29,6,30
-2.5,42.0,61.0,59.0,30,23,11,23
-3.5,37.5,68.0,59.0,52,1,25,1
-1.5,34.5,68.0,55.0,45,5,9,5
-6.0,40.0,64.0,61.0,65,6,13,6
-3.5,44.0,60.0,75.0,33,7,27,7
-6.5,42.0,66.0,75.0,69,11,29,11
-2.5,37.0,76.0,50.0,52,15,0,15
-4.5,43.5,67.0,68.0,31,17,10,17
-3.5,44.5,72.0,0.0,61,20,8,8
-3.0,49.5,64.0,96.0,46,21,28,29
-3.0,38.5,72.0,0.0,24,22,19,19
-1.0,42.5,66.0,86.0,75,23,16,23
-11.0,45.0,60.0,70.0,27,26,30,27
-2.0,38.5,65.0,81.0,72,31,18,32
-2.0,44.0,68.0,58.0,44,3,24,24
-2.5,44.0,66.0,59.0,36,1,22,1
0.0,44.5,61.0,68.0,19,13,21,26
-1.0,44.0,52.0,55.0,37,5,20,5
-1.0,43.5,54.0,60.0,17,7,24,24
-13.0,43.0,70.0,69.0,51,8,29,8
-1.0,48.0,72.0,0.0,52,10,11,11
-2.0,37.0,72.0,0.0,40,30,9,9
-9.0,40.5,68.0,75.0,41,18,15,18
-6.0,34.5,79.0,70.0,73,19,3,19
-2.0,37.5,62.0,72.0,30,23,25,23
-4.0,51.0,73.0,76.0,49,16,27,16
-4.5,48.0,65.0,66.0,17,28,17,29
-6.0,43.5,56.0,76.0,52,0,31,32
-1.0,43.5,56.0,77.0,38,6,26,27
-1.0,39.5,54.0,62.0,37,13,3,3
-8.0,43.0,73.0,70.0,44,8,25,8
-2.5,36.0,45.0,43.0,41,9,6,9
-3.0,42.5,72.0,0.0,48,10,5,10
-2.0,37.5,62.0,68.0,55,15,23,15
-3.5,41.0,66.0,71.0,48,17,1,17
-9.5,43.0,72.0,0.0,48,20,30,20
-4.5,50.0,50.0,50.0,58,21,16,16
-1.0,44.5,72.0,0.0,45,22,28,22
-3.0,40.0,52.0,55.0,46,24,19,24
-2.5,39.5,52.0,60.0,61,26,7,27
-3.0,43.5,72.0,0.0,74,27,18,18
-3.0,39.0,78.0,88.0,61,29,0,30
-3.0,52.0,47.0,67.0,95,11,31,32
-3.5,39.0,53.0,88.0,28,13,19,19
-3.5,42.5,48.0,85.0,31,3,21,3
0.0,42.5,57.0,95.0,49,6,7,26
-4.0,46.0,58.0,68.0,78,8,18,8
-2.0,47.0,56.0,25.0,20,9,16,16
-1.0,52.0,48.0,89.0,37,11,20,11
-3.5,43.5,72.0,0.0,23,30,15,15
0.0,45.0,67.0,72.0,80,17,28,26
-3.5,42.5,51.0,70.0,48,24,1,24
-4.0,41.0,50.0,87.0,13,25,5,25
0.0,43.5,72.0,0.0,48,27,26,26
-2.5,42.0,76.0,88.0,45,29,22,22
-7.5,43.0,56.0,85.0,55,31,10,32
-2.0,44.0,53.0,95.0,40,0,23,0
-3.0,44.5,60.0,63.0,37,1,21,1
-2.0,43.0,36.0,62.0,48,3,22,3
-2.5,41.5,43.0,61.0,55,5,10,5
-1.5,51.0,46.0,56.0,48,6,11,6
-9.0,41.0,41.0,62.0,44,7,30,7
-2.5,35.0,50.0,39.0,51,9,15,9
-7.0,45.5,68.0,76.0,55,18,27,18
-3.0,45.0,76.0,59.0,44,19,17,19
-7.0,43.5,43.0,49.0,58,23,8,8
-5.5,38.0,41.0,51.0,43,25,13,25
-10.5,43.5,38.0,55.0,29,26,29,27
-6.0,47.5,65.0,78.0,40,28,24,29
-3.5,46.5,52.0,64.0,72,0,20,20
-4.5,52.5,71.0,73.0,51,16,31,32
-2.0,53.0,40.0,78.0,56,11,7,11
-4.5,45.0,72.0,0.0,69,30,6,6
-3.5,45.0,53.0,88.0,48,15,18,18
-6.5,44.5,66.0,72.0,35,17,5,17
-7.0,44.5,72.0,0.0,29,20,29,20
-1.0,43.0,43.0,88.0,28,21,3,21
-1.0,45.0,72.0,0.0,37,22,1,22
-6.5,43.0,42.0,68.0,31,24,13,24
-6.5,45.0,38.0,74.0,47,25,8,8
-5.0,47.0,43.0,71.0,29,26,16,27
-2.0,45.0,59.0,73.0,37,28,19,29
-3.0,43.0,72.0,0.0,46,27,9,28
-10.0,52.0,43.0,72.0,52,31,0,32
-5.0,44.0,72.0,0.0,24,10,23,10
-3.5,36.5,38.0,55.0,37,13,26,27
0.0,37.5,33.0,71.0,31,5,25,26
-4.5,39.0,30.0,76.0,20,7,29,7
-6.0,43.5,72.0,0.0,44,30,10,10
-2.0,44.0,42.0,80.0,35,15,6,6
-7.0,42.0,63.0,78.0,42,18,9,18
-2.5,51.0,72.0,0.0,50,20,11,20
-2.5,42.0,38.0,44.0,23,21,19,19
-6.5,43.5,37.0,55.0,50,23,31,32
-3.5,41.5,37.0,55.0,41,24,3,24
-7.0,45.5,70.0,82.0,47,16,8,8
-4.0,40.0,57.0,79.0,27,28,22,29
-3.0,46.0,37.0,88.0,61,0,27,28
-1.5,42.0,41.0,77.0,49,1,17,1
-3.5,43.5,60.0,80.0,52,1,28,29
-2.0,42.0,52.0,70.0,51,3,18,18
-9.0,44.5,56.0,72.0,48,6,30,6
-9.0,47.0,54.0,49.0,62,8,15,8
-1.5,39.0,34.0,49.0,65,9,27,9
-4.0,48.5,50.0,90.0,43,11,10,11
-3.0,49.0,59.0,68.0,62,17,31,32
-8.5,38.0,78.0,76.0,37,19,13,19
-4.5,40.5,44.0,44.0,30,21,7,21
-5.0,37.0,50.0,80.0,23,25,23,25
-7.0,41.0,53.0,70.0,31,26,20,27
-1.0,52.5,54.0,80.0,58,0,16,16
0.0,35.0,69.0,90.0,27,29,5,26
-3.0,43.0,72.0,0.0,59,22,24,22
-10.0,54.5,43.0,61.0,52,8,0,8
-2.5,40.5,72.0,0.0,48,10,26,27
-2.5,45.5,50.0,74.0,88,1,11,1
-4.0,41.5,39.0,86.0,16,5,28,29
-6.0,36.0,45.0,74.0,64,7,13,7
-10.0,41.0,54.0,41.0,39,18,23,18
-3.5,44.0,54.0,41.0,58,17,3,17
-2.5,42.0,72.0,0.0,33,22,20,22
-5.0,39.5,51.0,49.0,29,24,21,24
-2.5,46.5,57.0,42.0,38,16,9,16
-3.5,46.5,72.0,0.0,99,27,15,28
-2.0,37.0,73.0,80.0,57,29,30,30
-15.0,46.0,50.0,59.0,52,31,25,32
-5.5,43.0,78.0,68.0,52,19,6,19
-1.5,54.0,65.0,64.0,52,16,18,18
-3.5,39.0,41.0,80.0,16,13,24,24
-1.5,37.5,28.0,64.0,33,9,7,7
-3.0,44.5,25.0,84.0,59,11,5,11
-9.0,44.0,72.0,0.0,41,30,19,19
-1.0,44.0,28.0,96.0,23,15,3,15
0.0,35.5,34.0,61.0,7,21,22,26
-1.0,41.0,40.0,72.0,16,23,0,0
-4.0,38.5,40.0,82.0,22,25,17,17
-4.0,41.5,36.0,79.0,33,26,6,27
-10.0,41.0,51.0,64.0,56,28,29,29
-6.0,55.0,72.0,0.0,45,27,8,8
-9.0,51.0,43.0,76.0,58,31,1,32
-3.0,44.5,72.0,0.0,15,10,20,10
-8.5,43.5,72.0,74.0,55,19,1,19
-2.0,37.0,45.0,65.0,41,24,26,24
-1.5,39.0,27.0,72.0,33,3,28,29
-3.0,42.0,43.0,88.0,26,6,10,6
-3.0,53.5,58.0,47.0,41,8,31,8
-8.5,36.5,40.0,46.0,40,9,13,9
-6.5,45.0,72.0,0.0,61,30,7,7
-9.0,47.5,56.0,70.0,58,18,0,18
-6.5,41.0,56.0,70.0,28,17,21,17
-3.0,39.5,72.0,0.0,32,20,5,20
-3.0,40.0,39.0,65.0,29,23,27,28
-1.0,35.5,37.0,75.0,37,25,22,25
-4.0,53.5,58.0,78.0,79,16,15,16
-4.0,47.0,67.0,87.0,21,29,11,11
-8.0,41.5,69.0,76.0,48,19,24,19
-3.0,38.5,72.0,0.0,34,20,6,6
-15.5,44.5,40.0,50.0,53,31,23,32
-1.0,43.5,43.0,51.0,45,1,3,1
-4.0,40.5,30.0,63.0,30,13,30,13
-1.0,43.0,0.0,57.0,44,5,11,11
-3.0,38.5,18.0,79.0,47,7,26,7
-10.0,39.5,72.0,0.0,43,10,29,10
-2.5,43.0,0.0,72.0,65,15,9,9
-9.0,53.5,56.0,75.0,44,18,16,18
-2.0,40.0,72.0,0.0,50,22,17,22
-2.5,41.5,72.0,0.0,30,27,21,28
-6.0,42.0,12.0,87.0,38,0,25,0
0.0,44.0,54.0,78.0,59,28,8,26
-3.0,38.0,65.0,80.0,38,3,21,21
-6.0,35.0,78.0,64.0,48,5,29,5
-1.0,41.0,63.0,56.0,37,9,6,9
-2.5,43.0,72.0,0.0,57,10,28,29
-3.5,46.5,63.0,94.0,47,11,0,11
-6.0,48.5,72.0,0.0,38,30,18,18
-2.0,35.0,72.0,0.0,37,13,24,24
-3.0,49.0,72.0,0.0,55,20,16,16
-6.0,44.0,72.0,0.0,64,22,1,22
-2.0,35.0,70.0,52.0,55,23,25,23
-6.5,40.5,70.0,57.0,64,26,15,27
-4.5,46.0,76.0,62.0,52,31,19,32
-2.0,47.5,71.0,77.0,33,17,8,17
-4.5,43.0,72.0,0.0,33,27,7,28
-1.0,42.0,62.0,55.0,40,24,26,27
-3.0,47.0,70.0,60.0,51,1,10,1
-5.5,40.0,68.0,77.0,27,5,9,5
-4.0,47.0,69.0,57.0,49,6,15,6
-5.5,40.0,72.0,0.0,56,30,13,31
-7.0,50.0,85.0,45.0,35,18,11,18
-6.0,44.0,85.0,45.0,37,17,7,17
-6.0,43.0,78.0,65.0,35,19,21,19
-7.0,43.0,72.0,0.0,30,22,29,22
-5.5,46.0,66.0,69.0,35,23,8,8
-5.0,41.0,64.0,62.0,36,25,20,25
-1.0,52.0,72.0,0.0,48,27,16,16
-7.0,42.0,68.0,95.0,44,0,3,0
-2.0,52.0,68.0,64.0,68,28,31,29
-4.5,39.5,50.0,70.0,38,7,9,7
-8.0,43.0,69.0,49.0,40,8,25,8
-2.0,43.5,50.0,66.0,16,11,5,11
-5.5,44.5,72.0,0.0,67,13,0,0
-4.0,47.0,55.0,61.0,42,15,18,18
-2.0,46.0,72.0,0.0,47,20,1,1
-3.0,41.5,50.0,62.0,61,21,27,21
-3.0,41.0,56.0,66.0,66,24,6,6
-3.5,43.0,50.0,62.0,38,26,17,27
-10.5,52.0,80.0,77.0,45,16,30,16
-5.5,45.0,65.0,68.0,50,28,22,29
-3.5,40.5,81.0,66.0,38,29,10,10
-6.0,47.5,60.0,56.0,44,31,23,32
-8.5,41.0,54.0,65.0,38,3,19,19
-9.0,49.0,72.0,66.0,52,1,30,1
-2.0,40.0,70.0,73.0,54,3,24,24
-5.0,41.0,69.0,71.0,38,6,17,6
-2.0,39.5,70.0,70.0,30,7,26,27
-6.5,45.0,80.0,67.0,26,8,11,8
0.0,42.5,64.0,40.0,21,9,15,26
-6.0,46.0,72.0,0.0,57,10,20,10
-11.0,45.0,81.0,63.0,51,19,13,19
0.0,47.0,66.0,67.0,36,21,31,26
0.0,46.5,72.0,0.0,58,22,0,26
-6.0,41.0,70.0,72.0,31,23,29,23
-4.5,44.0,68.0,68.0,30,25,28,29
-4.0,41.0,72.0,0.0,47,27,5,28
-5.5,51.5,70.0,59.0,63,18,16,18
-2.5,41.0,44.0,64.0,37,5,8,8
-4.0,39.5,48.0,43.0,29,9,18,18
-5.5,49.0,72.0,0.0,37,30,22,22
-2.5,43.0,72.0,0.0,48,13,3,13
-5.0,40.0,46.0,57.0,16,15,7,15
-2.5,39.5,70.0,73.0,45,17,23,17
-2.0,46.0,72.0,0.0,32,20,27,28
-1.5,44.0,58.0,64.0,49,24,21,24
-5.0,50.0,74.0,83.0,51,16,10,16
-6.0,49.5,62.0,73.0,19,28,1,29
-3.5,50.5,47.0,65.0,64,0,19,19
-2.0,35.0,74.0,79.0,57,29,11,30
-9.5,43.0,60.0,68.0,20,31,25,32
-6.0,41.0,48.0,82.0,55,26,6,27
-1.5,38.0,52.0,66.0,44,3,25,3
-2.5,38.5,62.0,91.0,27,5,22,5
-9.0,42.5,63.0,88.0,16,6,30,6
-2.5,37.0,60.0,72.0,33,7,21,21
-6.5,48.0,71.0,82.0,51,8,0,8
-3.0,42.0,72.0,0.0,35,10,9,10
-2.5,49.5,59.0,87.0,62,11,16,16
-7.5,47.5,72.0,0.0,42,13,31,32
-4.5,41.5,64.0,81.0,33,15,24,15
-5.0,43.0,68.0,69.0,42,18,27,18
-3.5,44.0,68.0,69.0,58,17,1,17
-4.5,46.0,57.0,70.0,38,26,19,19
-3.0,40.0,75.0,67.0,66,29,20,30
-3.0,44.0,60.0,56.0,41,23,28,29
-3.5,46.0,72.0,56.0,26,1,23,1
0.0,37.0,56.0,80.0,44,7,24,26
-3.0,44.0,72.0,0.0,20,10,29,10
-2.5,47.0,67.0,88.0,44,15,16,16
-10.0,45.0,69.0,64.0,43,18,20,18
-17.0,44.0,77.0,62.0,38,19,30,19
-7.5,40.0,51.0,84.0,34,21,6,21
-3.0,43.0,72.0,0.0,38,22,17,22
-5.5,42.0,60.0,61.0,23,25,13,25
-8.0,42.0,60.0,66.0,37,28,26,29
-11.0,43.5,72.0,0.0,59,27,3,28
-3.0,45.0,69.0,93.0,59,0,5,0
-4.0,44.5,63.0,61.0,48,31,8,32
-6.0,40.0,32.0,84.0,31,9,11,9
-3.0,39.0,58.0,74.0,44,3,9,9
-2.5,37.0,63.0,89.0,21,6,7,6
-6.0,42.0,59.0,88.0,57,8,22,8
-2.5,44.0,48.0,80.0,54,11,27,28
-11.0,42.0,72.0,0.0,55,30,28,29
-5.0,39.5,72.0,0.0,33,13,26,27
-1.0,44.5,72.0,0.0,30,20,10,20
-4.0,42.0,58.0,53.0,68,21,19,19
-2.5,43.0,66.0,69.0,35,24,15,24
-1.0,35.5,68.0,78.0,34,25,23,23
-3.0,50.0,65.0,71.0,81,16,18,18
-3.5,52.0,48.0,96.0,50,0,31,32
-1.0,39.5,78.0,73.0,53,29,5,30
-1.5,45.0,71.0,79.0,34,1,17,1
-6.5,40.0,55.0,76.0,23,5,20,5
-1.0,37.0,69.0,68.0,30,7,22,7
-10.0,43.0,67.0,71.0,25,8,13,8
-2.5,45.0,47.0,72.0,50,11,10,11
-4.5,40.0,72.0,0.0,44,30,6,6
-6.0,39.0,47.0,73.0,44,15,29,15
-6.0,39.0,60.0,62.0,41,18,9,18
-3.0,45.0,60.0,62.0,33,17,28,29
-17.0,45.0,80.0,74.0,45,19,3,19
-3.5,43.5,59.0,88.0,50,21,24,21
-6.0,42.5,66.0,88.0,50,23,31,32
-3.0,43.5,68.0,79.0,48,25,0,0
-3.0,42.0,68.0,60.0,45,26,1,27
-2.0,51.0,64.0,76.0,24,16,27,16
-2.5,37.5,42.0,68.0,23,3,7,7
-2.5,38.0,51.0,71.0,23,5,18,18
-7.0,43.0,61.0,78.0,26,8,23,8
-5.0,37.0,47.0,29.0,45,9,21,9
-3.5,40.0,72.0,0.0,46,10,25,10
-6.0,46.0,72.0,0.0,48,13,16,16
-2.0,40.0,72.0,0.0,51,20,29,20
-2.5,45.0,72.0,0.0,36,22,11,22
-6.5,45.0,49.0,67.0,48,24,19,19
-14.0,41.0,47.0,64.0,42,26,30,27
-10.5,43.0,55.0,70.0,40,28,6,29
-5.0,45.0,72.0,0.0,45,27,15,28
-6.0,48.0,53.0,72.0,29,0,17,0
-10.0,45.0,60.0,81.0,41,31,1,32
-1.0,41.0,48.0,72.0,30,1,22,1
-1.0,37.5,43.0,84.0,42,6,26,27
-6.0,35.0,45.0,81.0,48,7,28,29
-6.5,44.5,34.0,69.0,62,11,20,11
-13.5,41.0,33.0,69.0,33,15,30,15
-2.0,35.5,61.0,51.0,42,17,5,17
-14.0,44.0,72.0,74.0,47,19,25,19
-13.5,41.0,60.0,81.0,48,21,3,21
-9.0,41.5,58.0,90.0,14,24,13,24
-1.0,45.0,64.0,69.0,29,16,9,9
-4.0,44.0,36.0,84.0,41,0,8,0
-2.5,40.0,67.0,73.0,37,29,23,23
-9.0,44.0,57.0,73.0,42,31,10,32
-3.0,43.0,72.0,0.0,31,27,18,28
-3.5,39.0,55.0,50.0,30,1,7,1
-10.0,41.0,38.0,70.0,17,3,8,8
-7.0,40.0,36.0,71.0,30,5,10,5
-4.0,44.0,36.0,71.0,32,6,27,28
-10.0,41.0,32.0,53.0,63,9,20,9
-2.5,45.0,34.0,72.0,37,11,17,11
-4.5,42.0,72.0,0.0,51,30,24,24
-6.5,43.0,72.0,0.0,67,13,21,21
-9.0,45.0,58.0,73.0,24,18,15,18
0.0,43.0,42.0,49.0,26,23,0,26
-6.0,43.0,40.0,57.0,26,25,31,32
-7.0,51.0,61.0,83.0,62,16,19,19
-12.0,40.0,56.0,83.0,41,28,29,29
-1.0,40.0,72.0,0.0,51,22,26,27
-3.0,42.5,41.0,68.0,37,8,21,8
-3.0,44.0,72.0,0.0,59,10,11,11
-6.5,37.0,40.0,56.0,49,6,1,6
-5.5,36.0,39.0,63.0,37,7,30,7
-3.0,35.0,37.0,56.0,51,9,27,9
-14.5,36.5,54.0,59.0,28,18,13,18
-3.5,38.0,72.0,0.0,37,20,5,5
-8.0,42.0,72.0,0.0,38,22,28,29
-7.5,36.5,45.0,57.0,55,23,15,23
-3.0,46.5,39.0,65.0,76,26,16,27
-4.5,43.0,47.0,57.0,33,0,25,0
-3.0,37.0,65.0,74.0,67,29,17,17
-13.0,41.5,42.0,66.0,55,31,3,32
-13.5,45.0,73.0,61.0,45,19,24,19
-9.0,46.0,72.0,0.0,48,20,31,32
-13.0,40.0,46.0,74.0,52,1,28,29
-1.0,36.5,35.0,62.0,36,3,13,3
0.0,34.0,35.0,71.0,37,7,6,26
-6.0,45.0,27.0,89.0,41,11,29,11
-6.0,44.0,72.0,0.0,43,30,26,27
-4.0,39.0,37.0,66.0,29,15,9,9
-7.0,40.5,56.0,71.0,55,17,22,17
-5.5,42.5,74.0,83.0,79,19,18,19
-3.5,43.5,43.0,46.0,43,21,0,21
-3.5,38.0,45.0,56.0,30,24,23,23
-4.0,35.0,40.0,61.0,36,25,8,8
-11.5,43.5,72.0,0.0,55,27,10,28
-1.0,46.0,59.0,89.0,27,16,5,5
-6.5,39.0,32.0,50.0,38,24,3,24
-17.0,44.0,53.0,79.0,58,28,20,29
-3.5,37.5,31.0,87.0,34,5,11,5
0.0,42.0,58.0,67.0,58,8,31,26
-7.0,43.0,48.0,37.0,29,9,16,9
-12.0,46.0,72.0,0.0,52,13,19,19
-4.5,38.0,46.0,78.0,41,15,27,28
-11.5,43.0,58.0,73.0,43,17,30,17
-3.0,40.0,72.0,0.0,45,22,6,6
-3.5,36.5,35.0,59.0,44,25,21,21
-9.0,38.0,31.0,79.0,43,26,7,27
-3.0,40.5,41.0,77.0,52,0,23,0
-7.5,44.0,50.0,69.0,29,29,1,30
-6.5,45.0,72.0,0.0,27,10,18,18
-6.0,44.0,51.0,46.0,35,28,17,29
-10.0,38.5,38.0,88.0,13,23,22,23
-4.0,42.0,72.0,0.0,45,27,9,28
-3.0,37.0,58.0,68.0,36,1,25,25
-13.5,38.5,59.0,76.0,73,6,3,6
-2.0,35.5,72.0,0.0,43,10,5,10
-2.0,39.0,72.0,0.0,47,30,7,31
-6.5,41.0,53.0,63.0,20,18,26,18
-7.5,45.0,72.0,0.0,52,20,11,11
-11.0,41.0,32.0,86.0,26,21,13,21
-2.0,43.0,56.0,75.0,63,16,15,16
-4.0,43.0,69.0,68.0,62,29,24,30
-6.0,46.5,45.0,93.0,56,31,0,32
-6.5,47.0,73.0,68.0,49,19,8,19
-3.0,41.5,79.0,67.0,55,1,10,1
-5.0,46.0,76.0,83.0,23,3,16,16
-7.5,39.0,81.0,79.0,66,5,29,5
-3.0,41.0,79.0,71.0,52,6,27,28
-2.5,40.5,77.0,80.0,51,7,0,0
-7.5,45.5,72.0,0.0,49,30,19,19
-9.0,40.0,69.0,62.0,31,18,24,18
0.0,38.0,69.0,62.0,36,17,9,26
-11.0,46.0,72.0,0.0,49,20,28,29
-4.0,45.0,74.0,74.0,46,21,11,21
0.0,43.0,72.0,0.0,74,22,15,26
-6.0,38.5,78.0,82.0,21,23,25,23
-10.0,40.5,79.0,66.0,48,26,13,27
-1.0,43.0,88.0,44.0,58,8,31,32
-1.5,45.0,66.0,73.0,56,15,18,18
-4.5,44.0,55.0,62.0,27,5,21,5
-10.0,40.0,69.0,45.0,57,9,22,9
-5.0,45.0,72.0,0.0,47,10,8,8
0.0,42.0,56.0,66.0,43,11,23,26
-17.0,45.0,81.0,72.0,43,19,13,19
-3.5,40.0,65.0,50.0,45,24,3,24
-5.0,37.0,60.0,51.0,23,25,17,17
-4.0,46.0,70.0,73.0,84,16,27,28
-14.0,45.0,62.0,72.0,51,28,1,29
-4.0,49.0,66.0,52.0,68,0,6,0
-3.0,45.0,76.0,68.0,47,29,20,30
-10.0,46.5,62.0,52.0,29,31,30,32
-1.5,41.0,57.0,65.0,24,7,26,27
-3.5,43.0,72.0,0.0,57,20,5,5
-5.5,43.0,73.0,64.0,72,1,9,9
-6.5,42.0,65.0,76.0,31,3,21,21
-4.5,50.0,71.0,56.0,85,6,16,6
-7.5,40.0,80.0,55.0,27,8,7,8
-4.5,41.0,64.0,95.0,27,11,24,11
-5.0,43.0,72.0,0.0,20,13,10,10
-3.0,47.0,68.0,66.0,44,18,28,29
-4.0,45.0,82.0,75.0,31,19,15,19
-2.5,43.0,72.0,0.0,33,22,29,22
-1.5,40.0,72.0,76.0,44,23,0,23
-6.0,43.0,69.0,65.0,20,26,30,27
-14.0,42.0,70.0,82.0,25,31,25,32
-6.5,44.0,72.0,0.0,59,27,17,28
-3.0,41.0,60.0,63.0,47,3,20,20
-6.0,41.5,63.0,52.0,55,5,31,5
-1.0,47.0,23.0,80.0,56,9,19,19
-4.0,42.0,72.0,0.0,39,10,29,10
-5.0,41.0,72.0,0.0,27,30,8,8
-2.0,47.0,48.0,94.0,35,15,27,28
-10.0,45.0,67.0,70.0,23,17,1,17
-1.0,44.0,61.0,66.0,55,21,18,21
-10.0,39.0,66.0,57.0,45,24,13,24
-5.0,35.0,61.0,65.0,26,25,23,23
-4.0,48.0,69.0,72.0,28,16,7,16
-16.0,45.0,57.0,75.0,37,28,22,29
-7.5,48.0,65.0,57.0,71,0,11,0
-6.0,45.5,62.0,58.0,61,26,6,27
-11.0,47.0,56.0,58.0,55,1,28,29
-3.0,50.0,47.0,68.0,49,6,24,6
-3.5,37.0,46.0,74.0,44,7,21,7
-8.0,43.5,57.0,29.0,51,9,30,9
-3.5,46.5,44.0,71.0,53,11,10,11
-3.5,38.5,72.0,0.0,66,13,3,13
-3.0,41.5,72.0,59.0,29,18,15,18
-6.5,41.0,72.0,59.0,23,17,20,17
-7.0,47.5,80.0,78.0,44,19,26,19
-3.5,36.0,72.0,0.0,44,22,25,22
-2.5,38.0,59.0,56.0,59,23,8,23
-12.0,46.5,72.0,0.0,47,27,16,28
-8.0,42.0,73.0,71.0,46,29,5,5
-2.0,47.0,57.0,51.0,37,31,0,0
-2.0,49.0,72.0,75.0,65,6,23,23
-5.0,43.0,79.0,68.0,40,8,26,8
-3.5,48.0,57.0,78.0,37,11,20,11
-2.5,37.0,72.0,0.0,27,30,7,7
-6.0,47.5,72.0,0.0,25,13,9,9
-9.0,40.0,63.0,67.0,36,18,22,18
-10.0,44.0,50.0,81.0,17,21,3,21
-3.5,41.5,60.0,74.0,37,25,0,0
-3.5,46.0,64.0,72.0,51,16,15,15
-4.0,44.5,58.0,64.0,36,28,5,29
-14.5,48.5,72.0,0.0,56,27,1,28
-6.5,39.0,78.0,75.0,58,29,17,17
-9.5,43.0,63.0,74.0,27,31,10,32
-4.0,48.0,65.0,82.0,30,24,19,19
0.0,45.0,72.0,70.0,55,1,22,26
0.0,40.0,47.0,76.0,30,3,13,26
-2.5,37.5,54.0,73.0,41,7,18,18
-3.5,48.0,50.0,42.0,23,9,27,9
-10.5,46.5,72.0,0.0,44,10,28,29
-4.0,45.5,72.0,0.0,71,30,6,6
0.0,41.0,56.0,92.0,16,15,17,26
